source,target,deg,isSpikeLink
32075877,33042994,NA,1
32075877,33042151,NA,1
32075877,33042039,NA,1
32075877,33041819,NA,1
32075877,33041212,NA,1
32075877,33041173,NA,1
32075877,33039544,NA,1
32075877,33038584,NA,1
32075877,33037310,NA,1
32075877,33036961,NA,1
32075877,33036894,NA,1
32075877,33035589,NA,1
32075877,33035262,NA,1
32075877,33035201,NA,1
32075877,33034824,NA,1
32075877,33034780,NA,1
32075877,33034449,NA,1
32075877,33033717,NA,1
32075877,33033344,NA,1
32075877,33033249,NA,1
32075877,33032336,NA,1
32075877,33031941,NA,1
32075877,33029758,NA,1
32075877,33029570,NA,1
32075877,33028965,NA,1
32075877,33027617,NA,1
32075877,33027418,NA,1
32075877,33025029,NA,1
32075877,33024977,NA,1
32075877,33024307,NA,1
32075877,33024095,NA,1
32075877,33023604,NA,1
32075877,33020502,NA,1
32075877,33017910,NA,1
32075877,33017102,NA,1
32075877,33016741,NA,1
32075877,33015938,NA,1
32075877,33015650,NA,1
32075877,33015550,NA,1
32075877,33015411,NA,1
32075877,33014523,NA,1
32075877,33014208,NA,1
32075877,33013929,NA,1
32075877,33013925,NA,1
32075877,33013857,NA,1
32075877,33013637,NA,1
32075877,33012891,NA,1
32075877,33012342,NA,1
32075877,33011887,NA,1
32075877,33010842,NA,1
32075877,33009361,NA,1
32075877,33007557,NA,1
32075877,33006900,NA,1
32075877,33005531,NA,1
32075877,33005486,NA,1
32075877,33003961,NA,1
32075877,33003587,NA,1
32075877,33002032,NA,1
32075877,32998368,NA,1
32075877,32997488,NA,1
32075877,32996011,NA,1
32075877,32995801,NA,1
32075877,32995788,NA,1
32075877,32995785,NA,1
32075877,32995783,NA,1
32075877,32995773,NA,1
32075877,32995771,NA,1
32075877,32995770,NA,1
32075877,32995769,NA,1
32075877,32995758,NA,1
32075877,32995557,NA,1
32075877,32994704,NA,1
32075877,32994698,NA,1
32075877,32994364,NA,1
32075877,32992409,NA,1
32075877,32992235,NA,1
32075877,32991900,NA,1
32075877,32991844,NA,1
32075877,32991842,NA,1
32075877,32991323,NA,1
32075877,32989130,NA,1
32075877,32988772,NA,1
32075877,32988431,NA,1
32075877,32987757,NA,1
32075877,32987103,NA,1
32075877,32986016,NA,1
32075877,32985513,NA,1
32075877,32984566,NA,1
32075877,32984489,NA,1
32075877,32984253,NA,1
32075877,32983927,NA,1
32075877,32983254,NA,1
32075877,32982616,NA,1
32075877,32979942,NA,1
32075877,32979742,NA,1
32075877,32979436,NA,1
32075877,32979318,NA,1
32075877,32975865,NA,1
32075877,32973779,NA,1
32075877,32973534,NA,1
32075877,32973505,NA,1
32075877,32972994,NA,1
32075877,32972561,NA,1
32075877,32971147,NA,1
32075877,32970990,NA,1
32075877,32970989,NA,1
32075877,32969788,NA,1
32075877,32969333,NA,1
32075877,32967116,NA,1
32075877,32966064,NA,1
32075877,32965736,NA,1
32075877,32965660,NA,1
32075877,32963228,NA,1
32075877,32963099,NA,1
32075877,32962524,NA,1
32075877,32961274,NA,1
32075877,32961082,NA,1
32075877,32956643,NA,1
32075877,32955126,NA,1
32075877,32954666,NA,1
32075877,32953402,NA,1
32075877,32952855,NA,1
32075877,32950735,NA,1
32075877,32948512,NA,1
32075877,32947927,NA,1
32075877,32947136,NA,1
32075877,32946807,NA,1
32075877,32944929,NA,1
32075877,32944295,NA,1
32075877,32943888,NA,1
32075877,32943208,NA,1
32075877,32943188,NA,1
32075877,32942285,NA,1
32075877,32938937,NA,1
32075877,32937949,NA,1
32075877,32937441,NA,1
32075877,32936048,NA,1
32075877,32935928,NA,1
32075877,32935915,NA,1
32075877,32935877,NA,1
32075877,32935333,NA,1
32075877,32935331,NA,1
32075877,32935116,NA,1
32075877,32935107,NA,1
32075877,32935095,NA,1
32075877,32933047,NA,1
32075877,32931734,NA,1
32075877,32930936,NA,1
32075877,32930052,NA,1
32075877,32929310,NA,1
32075877,32929138,NA,1
32075877,32928868,NA,1
32075877,32927621,NA,1
32075877,32927129,NA,1
32075877,32924827,NA,1
32075877,32924062,NA,1
32075877,32923731,NA,1
32075877,32923422,NA,1
32075877,32923004,NA,1
32075877,32921981,NA,1
32075877,32921819,NA,1
32075877,32920291,NA,1
32075877,32920233,NA,1
32075877,32920210,NA,1
32075877,32919067,NA,1
32075877,32917884,NA,1
32075877,32917840,NA,1
32075877,32917722,NA,1
32075877,32917283,NA,1
32075877,32916821,NA,1
32075877,32915473,NA,1
32075877,32913581,NA,1
32075877,32913304,NA,1
32075877,32913297,NA,1
32075877,32913273,NA,1
32075877,32911691,NA,1
32075877,32910274,NA,1
32075877,32908981,NA,1
32075877,32908979,NA,1
32075877,32908214,NA,1
32075877,32907334,NA,1
32075877,32906733,NA,1
32075877,32905393,NA,1
32075877,32905072,NA,1
32075877,32905011,NA,1
32075877,32904707,NA,1
32075877,32904601,NA,1
32075877,32903492,NA,1
32075877,32903476,NA,1
32075877,32903349,NA,1
32075877,32903279,NA,1
32075877,32903266,NA,1
32075877,32898838,NA,1
32075877,32897518,NA,1
32075877,32897177,NA,1
32075877,32897080,NA,1
32075877,32896660,NA,1
32075877,32893632,NA,1
32075877,32891146,NA,1
32075877,32889022,NA,1
32075877,32888871,NA,1
32075877,32887884,NA,1
32075877,32887876,NA,1
32075877,32887634,NA,1
32075877,32886331,NA,1
32075877,32885971,NA,1
32075877,32885037,NA,1
32075877,32884216,NA,1
32075877,32884153,NA,1
32075877,32882432,NA,1
32075877,32881101,NA,1
32075877,32880873,NA,1
32075877,32880826,NA,1
32075877,32879801,NA,1
32075877,32879307,NA,1
32075877,32878891,NA,1
32075877,32878881,NA,1
32075877,32877828,NA,1
32075877,32877576,NA,1
32075877,32876900,NA,1
32075877,32873611,NA,1
32075877,32873192,NA,1
32075877,32872641,NA,1
32075877,32872017,NA,1
32075877,32869699,NA,1
32075877,32869558,NA,1
32075877,32869030,NA,1
32075877,32869029,NA,1
32075877,32869026,NA,1
32075877,32869022,NA,1
32075877,32866640,NA,1
32075877,32866368,NA,1
32075877,32864545,NA,1
32075877,32864178,NA,1
32075877,32860569,NA,1
32075877,32858978,NA,1
32075877,32858292,NA,1
32075877,32858233,NA,1
32075877,32858226,NA,1
32075877,32858060,NA,1
32075877,32855401,NA,1
32075877,32855181,NA,1
32075877,32854762,NA,1
32075877,32854739,NA,1
32075877,32854262,NA,1
32075877,32854247,NA,1
32075877,32853823,NA,1
32075877,32853545,NA,1
32075877,32852058,NA,1
32075877,32851919,NA,1
32075877,32851912,NA,1
32075877,32851910,NA,1
32075877,32851877,NA,1
32075877,32851855,NA,1
32075877,32850989,NA,1
32075877,32850973,NA,1
32075877,32850917,NA,1
32075877,32850564,NA,1
32075877,32850499,NA,1
32075877,32849654,NA,1
32075877,32849647,NA,1
32075877,32849449,NA,1
32075877,32848790,NA,1
32075877,32848162,NA,1
32075877,32847856,NA,1
32075877,32846196,NA,1
32075877,32846164,NA,1
32075877,32845733,NA,1
32075877,32844125,NA,1
32075877,32843695,NA,1
32075877,32842513,NA,1
32075877,32841605,NA,1
32075877,32841599,NA,1
32075877,32841215,NA,1
32075877,32840560,NA,1
32075877,32839951,NA,1
32075877,32839786,NA,1
32075877,32839634,NA,1
32075877,32839534,NA,1
32075877,32838945,NA,1
32075877,32838339,NA,1
32075877,32838282,NA,1
32075877,32838192,NA,1
32075877,32838164,NA,1
32075877,32838145,NA,1
32075877,32838074,NA,1
32075877,32838053,NA,1
32075877,32838038,NA,1
32075877,32837985,NA,1
32075877,32837984,NA,1
32075877,32837982,NA,1
32075877,32837758,NA,1
32075877,32837738,NA,1
32075877,32837710,NA,1
32075877,32837565,NA,1
32075877,32837505,NA,1
32075877,32837199,NA,1
32075877,32835326,NA,1
32075877,32835303,NA,1
32075877,32835302,NA,1
32075877,32835246,NA,1
32075877,32835154,NA,1
32075877,32835005,NA,1
32075877,32834989,NA,1
32075877,32834948,NA,1
32075877,32834430,NA,1
32075877,32834259,NA,1
32075877,32834203,NA,1
32075877,32833435,NA,1
32075877,32831104,NA,1
32075877,32829936,NA,1
32075877,32829257,NA,1
32075877,32828489,NA,1
32075877,32828027,NA,1
32075877,32827661,NA,1
32075877,32827125,NA,1
32075877,32826914,NA,1
32075877,32825438,NA,1
32075877,32825305,NA,1
32075877,32824753,NA,1
32075877,32824674,NA,1
32075877,32822927,NA,1
32075877,32822426,NA,1
32075877,32821757,NA,1
32075877,32820801,NA,1
32075877,32820179,NA,1
32075877,32818905,NA,1
32075877,32818215,NA,1
32075877,32817969,NA,1
32075877,32817961,NA,1
32075877,32817949,NA,1
32075877,32817948,NA,1
32075877,32817941,NA,1
32075877,32817938,NA,1
32075877,32817270,NA,1
32075877,32817223,NA,1
32075877,32814893,NA,1
32075877,32814760,NA,1
32075877,32814566,NA,1
32075877,32810867,NA,1
32075877,32810751,NA,1
32075877,32807895,NA,1
32075877,32807412,NA,1
32075877,32806067,NA,1
32075877,32805734,NA,1
32075877,32805314,NA,1
32075877,32804015,NA,1
32075877,32802983,NA,1
32075877,32801804,NA,1
32075877,32801052,NA,1
32075877,32800805,NA,1
32075877,32800800,NA,1
32075877,32799894,NA,1
32075877,32798444,NA,1
32075877,32795893,NA,1
32075877,32793906,NA,1
32075877,32793901,NA,1
32075877,32793875,NA,1
32075877,32793693,NA,1
32075877,32793517,NA,1
32075877,32791978,NA,1
32075877,32791497,NA,1
32075877,32790406,NA,1
32075877,32788834,NA,1
32075877,32788194,NA,1
32075877,32787330,NA,1
32075877,32787225,NA,1
32075877,32786452,NA,1
32075877,32786343,NA,1
32075877,32784899,NA,1
32075877,32784685,NA,1
32075877,32784499,NA,1
32075877,32784234,NA,1
32075877,32783610,NA,1
32075877,32781614,NA,1
32075877,32780149,NA,1
32075877,32779780,NA,1
32075877,32778421,NA,1
32075877,32774232,NA,1
32075877,32773101,NA,1
32075877,32771976,NA,1
32075877,32771700,NA,1
32075877,32771622,NA,1
32075877,32770858,NA,1
32075877,32770567,NA,1
32075877,32768971,NA,1
32075877,32768882,NA,1
32075877,32768580,NA,1
32075877,32768565,NA,1
32075877,32768490,NA,1
32075877,32767867,NA,1
32075877,32767263,NA,1
32075877,32766586,NA,1
32075877,32766541,NA,1
32075877,32765482,NA,1
32075877,32765013,NA,1
32075877,32764417,NA,1
32075877,32763812,NA,1
32075877,32762561,NA,1
32075877,32762417,NA,1
32075877,32761481,NA,1
32075877,32760887,NA,1
32075877,32760350,NA,1
32075877,32758675,NA,1
32075877,32758625,NA,1
32075877,32756606,NA,1
32075877,32756549,NA,1
32075877,32756480,NA,1
32075877,32755673,NA,1
32075877,32755569,NA,1
32075877,32755325,NA,1
32075877,32754600,NA,1
32075877,32754408,NA,1
32075877,32754036,NA,1
32075877,32753755,NA,1
32075877,32753553,NA,1
32075877,32747721,NA,1
32075877,32746720,NA,1
32075877,32745811,NA,1
32075877,32745604,NA,1
32075877,32743612,NA,1
32075877,32743578,NA,1
32075877,32742978,NA,1
32075877,32742241,NA,1
32075877,32741697,NA,1
32075877,32741372,NA,1
32075877,32740825,NA,1
32075877,32739642,NA,1
32075877,32739471,NA,1
32075877,32739174,NA,1
32075877,32738306,NA,1
32075877,32738193,NA,1
32075877,32737467,NA,1
32075877,32737423,NA,1
32075877,32735849,NA,1
32075877,32732332,NA,1
32075877,32731257,NA,1
32075877,32730915,NA,1
32075877,32730807,NA,1
32075877,32729064,NA,1
32075877,32728654,NA,1
32075877,32727485,NA,1
32075877,32726304,NA,1
32075877,32723801,NA,1
32075877,32723359,NA,1
32075877,32722908,NA,1
32075877,32722164,NA,1
32075877,32721790,NA,1
32075877,32721383,NA,1
32075877,32719821,NA,1
32075877,32719799,NA,1
32075877,32719684,NA,1
32075877,32719672,NA,1
32075877,32719619,NA,1
32075877,32718020,NA,1
32075877,32717346,NA,1
32075877,32715080,NA,1
32075877,32714119,NA,1
32075877,32714117,NA,1
32075877,32714113,NA,1
32075877,32714112,NA,1
32075877,32712910,NA,1
32075877,32712315,NA,1
32075877,32712300,NA,1
32075877,32710986,NA,1
32075877,32708755,NA,1
32075877,32708495,NA,1
32075877,32708196,NA,1
32075877,32707520,NA,1
32075877,32707445,NA,1
32075877,32703908,NA,1
32075877,32703906,NA,1
32075877,32703420,NA,1
32075877,32703069,NA,1
32075877,32702736,NA,1
32075877,32702732,NA,1
32075877,32700671,NA,1
32075877,32699850,NA,1
32075877,32699847,NA,1
32075877,32699166,NA,1
32075877,32698423,NA,1
32075877,32698238,NA,1
32075877,32697968,NA,1
32075877,32697943,NA,1
32075877,32696489,NA,1
32075877,32696264,NA,1
32075877,32695405,NA,1
32075877,32695326,NA,1
32075877,32695324,NA,1
32075877,32695122,NA,1
32075877,32694201,NA,1
32075877,32691236,NA,1
32075877,32691011,NA,1
32075877,32690910,NA,1
32075877,32689643,NA,1
32075877,32686937,NA,1
32075877,32685221,NA,1
32075877,32684497,NA,1
32075877,32684166,NA,1
32075877,32682788,NA,1
32075877,32682454,NA,1
32075877,32682041,NA,1
32075877,32681986,NA,1
32075877,32681935,NA,1
32075877,32681845,NA,1
32075877,32681121,NA,1
32075877,32681106,NA,1
32075877,32677533,NA,1
32075877,32676604,NA,1
32075877,32676596,NA,1
32075877,32675312,NA,1
32075877,32675206,NA,1
32075877,32673567,NA,1
32075877,32672061,NA,1
32075877,32671688,NA,1
32075877,32669473,NA,1
32075877,32668443,NA,1
32075877,32668215,NA,1
32075877,32668165,NA,1
32075877,32665963,NA,1
32075877,32665808,NA,1
32075877,32665645,NA,1
32075877,32664543,NA,1
32075877,32663912,NA,1
32075877,32663409,NA,1
32075877,32663051,NA,1
32075877,32662571,NA,1
32075877,32661423,NA,1
32075877,32661214,NA,1
32075877,32661197,NA,1
32075877,32661058,NA,1
32075877,32660650,NA,1
32075877,32659783,NA,1
32075877,32659373,NA,1
32075877,32658735,NA,1
32075877,32658389,NA,1
32075877,32657548,NA,1
32075877,32657473,NA,1
32075877,32656668,NA,1
32075877,32656638,NA,1
32075877,32656452,NA,1
32075877,32656303,NA,1
32075877,32655654,NA,1
32075877,32653906,NA,1
32075877,32653452,NA,1
32075877,32649880,NA,1
32075877,32646518,NA,1
32075877,32646049,NA,1
32075877,32645974,NA,1
32075877,32645344,NA,1
32075877,32645326,NA,1
32075877,32643586,NA,1
32075877,32642005,NA,1
32075877,32641875,NA,1
32075877,32641750,NA,1
32075877,32640525,NA,1
32075877,32639866,NA,1
32075877,32639848,NA,1
32075877,32637963,NA,1
32075877,32637961,NA,1
32075877,32637959,NA,1
32075877,32637958,NA,1
32075877,32637957,NA,1
32075877,32637954,NA,1
32075877,32637947,NA,1
32075877,32637944,NA,1
32075877,32636754,NA,1
32075877,32635753,NA,1
32075877,32635598,NA,1
32075877,32635180,NA,1
32075877,32634438,NA,1
32075877,32634129,NA,1
32075877,32632960,NA,1
32075877,32631318,NA,1
32075877,32628137,NA,1
32075877,32627524,NA,1
32075877,32627330,NA,1
32075877,32627216,NA,1
32075877,32626721,NA,1
32075877,32625165,NA,1
32075877,32624655,NA,1
32075877,32624257,NA,1
32075877,32623546,NA,1
32075877,32623480,NA,1
32075877,32623270,NA,1
32075877,32623038,NA,1
32075877,32623030,NA,1
32075877,32622905,NA,1
32075877,32622449,NA,1
32075877,32622243,NA,1
32075877,32621841,NA,1
32075877,32617354,NA,1
32075877,32615514,NA,1
32075877,32615316,NA,1
32075877,32612666,NA,1
32075877,32612615,NA,1
32075877,32612515,NA,1
32075877,32612430,NA,1
32075877,32611313,NA,1
32075877,32610587,NA,1
32075877,32610218,NA,1
32075877,32607499,NA,1
32075877,32606886,NA,1
32075877,32606565,NA,1
32075877,32602627,NA,1
32075877,32599237,NA,1
32075877,32596697,NA,1
32075877,32596696,NA,1
32075877,32596311,NA,1
32075877,32595513,NA,1
32075877,32595357,NA,1
32075877,32592996,NA,1
32075877,32591496,NA,1
32075877,32588002,NA,1
32075877,32588000,NA,1
32075877,32587976,NA,1
32075877,32587973,NA,1
32075877,32587972,NA,1
32075877,32587970,NA,1
32075877,32587651,NA,1
32075877,32587094,NA,1
32075877,32585913,NA,1
32075877,32585136,NA,1
32075877,32585135,NA,1
32075877,32585083,NA,1
32075877,32583729,NA,1
32075877,32583042,NA,1
32075877,32582766,NA,1
32075877,32582719,NA,1
32075877,32582134,NA,1
32075877,32581256,NA,1
32075877,32579059,NA,1
32075877,32577696,NA,1
32075877,32577677,NA,1
32075877,32577664,NA,1
32075877,32577661,NA,1
32075877,32577660,NA,1
32075877,32577656,NA,1
32075877,32577645,NA,1
32075877,32577644,NA,1
32075877,32577634,NA,1
32075877,32577631,NA,1
32075877,32575786,NA,1
32075877,32574336,NA,1
32075877,32574318,NA,1
32075877,32574296,NA,1
32075877,32574286,NA,1
32075877,32574265,NA,1
32075877,32574261,NA,1
32075877,32574260,NA,1
32075877,32574248,NA,1
32075877,32574237,NA,1
32075877,32573433,NA,1
32075877,32571838,NA,1
32075877,32571182,NA,1
32075877,32571007,NA,1
32075877,32569708,NA,1
32075877,32568751,NA,1
32075877,32566896,NA,1
32075877,32565626,NA,1
32075877,32565603,NA,1
32075877,32565126,NA,1
32075877,32563814,NA,1
32075877,32562913,NA,1
32075877,32561270,NA,1
32075877,32559081,NA,1
32075877,32558620,NA,1
32075877,32557270,NA,1
32075877,32555466,NA,1
32075877,32555446,NA,1
32075877,32555182,NA,1
32075877,32554907,NA,1
32075877,32553928,NA,1
32075877,32552462,NA,1
32075877,32551862,NA,1
32075877,32551652,NA,1
32075877,32551648,NA,1
32075877,32551560,NA,1
32075877,32550783,NA,1
32075877,32550040,NA,1
32075877,32549334,NA,1
32075877,32547039,NA,1
32075877,32546606,NA,1
32075877,32544884,NA,1
32075877,32544725,NA,1
32075877,32544429,NA,1
32075877,32544071,NA,1
32075877,32544024,NA,1
32075877,32543978,NA,1
32075877,32543353,NA,1
32075877,32543176,NA,1
32075877,32540903,NA,1
32075877,32540902,NA,1
32075877,32540901,NA,1
32075877,32540900,NA,1
32075877,32540428,NA,1
32075877,32540350,NA,1
32075877,32540268,NA,1
32075877,32539378,NA,1
32075877,32538738,NA,1
32075877,32536162,NA,1
32075877,32534109,NA,1
32075877,32533062,NA,1
32075877,32532959,NA,1
32075877,32530389,NA,1
32075877,32529116,NA,1
32075877,32528815,NA,1
32075877,32528732,NA,1
32075877,32527713,NA,1
32075877,32527699,NA,1
32075877,32526282,NA,1
32075877,32526206,NA,1
32075877,32524253,NA,1
32075877,32523109,NA,1
32075877,32522874,NA,1
32075877,32522207,NA,1
32075877,32522037,NA,1
32075877,32518072,NA,1
32075877,32516571,NA,1
32075877,32515358,NA,1
32075877,32514683,NA,1
32075877,32513867,NA,1
32075877,32513514,NA,1
32075877,32512386,NA,1
32075877,32512362,NA,1
32075877,32512271,NA,1
32075877,32511912,NA,1
32075877,32511628,NA,1
32075877,32511619,NA,1
32075877,32511607,NA,1
32075877,32511472,NA,1
32075877,32511463,NA,1
32075877,32511445,NA,1
32075877,32511441,NA,1
32075877,32511418,NA,1
32075877,32511391,NA,1
32075877,32511389,NA,1
32075877,32511375,NA,1
32075877,32511374,NA,1
32075877,32511367,NA,1
32075877,32511365,NA,1
32075877,32511362,NA,1
32075877,32511359,NA,1
32075877,32511343,NA,1
32075877,32511342,NA,1
32075877,32511337,NA,1
32075877,32511336,NA,1
32075877,32511333,NA,1
32075877,32511332,NA,1
32075877,32511330,NA,1
32075877,32511322,NA,1
32075877,32511321,NA,1
32075877,32511317,NA,1
32075877,32511307,NA,1
32075877,32511301,NA,1
32075877,32511299,NA,1
32075877,32511298,NA,1
32075877,32510978,NA,1
32075877,32507543,NA,1
32075877,32507520,NA,1
32075877,32507409,NA,1
32075877,32506725,NA,1
32075877,32504802,NA,1
32075877,32504450,NA,1
32075877,32504168,NA,1
32075877,32504046,NA,1
32075877,32503918,NA,1
32075877,32503180,NA,1
32075877,32502733,NA,1
32075877,32501378,NA,1
32075877,32499154,NA,1
32075877,32498696,NA,1
32075877,32498376,NA,1
32075877,32498076,NA,1
32075877,32497632,NA,1
32075877,32493627,NA,1
32075877,32493370,NA,1
32075877,32493004,NA,1
32075877,32492407,NA,1
32075877,32490853,NA,1
32075877,32486477,NA,1
32075877,32486364,NA,1
32075877,32485970,NA,1
32075877,32485205,NA,1
32075877,32483236,NA,1
32075877,32481690,NA,1
32075877,32479908,NA,1
32075877,32479856,NA,1
32075877,32479816,NA,1
32075877,32478897,NA,1
32075877,32478523,NA,1
32075877,32478289,NA,1
32075877,32475807,NA,1
32075877,32475759,NA,1
32075877,32474092,NA,1
32075877,32473352,NA,1
32075877,32473109,NA,1
32075877,32470316,NA,1
32075877,32469989,NA,1
32075877,32469436,NA,1
32075877,32468014,NA,1
32075877,32463239,NA,1
32075877,32461612,NA,1
32075877,32459123,NA,1
32075877,32458206,NA,1
32075877,32458149,NA,1
32075877,32456011,NA,1
32075877,32455942,NA,1
32075877,32454066,NA,1
32075877,32451271,NA,1
32075877,32451080,NA,1
32075877,32450774,NA,1
32075877,32450171,NA,1
32075877,32448085,NA,1
32075877,32446801,NA,1
32075877,32445924,NA,1
32075877,32445134,NA,1
32075877,32443810,NA,1
32075877,32442210,NA,1
32075877,32441299,NA,1
32075877,32439646,NA,1
32075877,32439306,NA,1
32075877,32438331,NA,1
32075877,32437478,NA,1
32075877,32437316,NA,1
32075877,32435607,NA,1
32075877,32434945,NA,1
32075877,32433465,NA,1
32075877,32433345,NA,1
32075877,32433217,NA,1
32075877,32432217,NA,1
32075877,32431818,NA,1
32075877,32430427,NA,1
32075877,32429032,NA,1
32075877,32428835,NA,1
32075877,32427334,NA,1
32075877,32426374,NA,1
32075877,32426212,NA,1
32075877,32425955,NA,1
32075877,32425270,NA,1
32075877,32425237,NA,1
32075877,32425000,NA,1
32075877,32423094,NA,1
32075877,32423059,NA,1
32075877,32422996,NA,1
32075877,32420674,NA,1
32075877,32418550,NA,1
32075877,32417181,NA,1
32075877,32417124,NA,1
32075877,32416259,NA,1
32075877,32416074,NA,1
32075877,32415260,NA,1
32075877,32414646,NA,1
32075877,32413701,NA,1
32075877,32413354,NA,1
32075877,32413319,NA,1
32075877,32413276,NA,1
32075877,32412303,NA,1
32075877,32412088,NA,1
32075877,32410735,NA,1
32075877,32410504,NA,1
32075877,32410003,NA,1
32075877,32407708,NA,1
32075877,32407707,NA,1
32075877,32405236,NA,1
32075877,32405156,NA,1
32075877,32404529,NA,1
32075877,32404477,NA,1
32075877,32401346,NA,1
32075877,32398432,NA,1
32075877,32397911,NA,1
32075877,32397487,NA,1
32075877,32396922,NA,1
32075877,32396771,NA,1
32075877,32395542,NA,1
32075877,32394467,NA,1
32075877,32391384,NA,1
32075877,32391310,NA,1
32075877,32391299,NA,1
32075877,32391242,NA,1
32075877,32391169,NA,1
32075877,32391022,NA,1
32075877,32390971,NA,1
32075877,32389723,NA,1
32075877,32387786,NA,1
32075877,32387642,NA,1
32075877,32387617,NA,1
32075877,32387389,NA,1
32075877,32385219,NA,1
32075877,32384820,NA,1
32075877,32379896,NA,1
32075877,32378801,NA,1
32075877,32377638,NA,1
32075877,32376634,NA,1
32075877,32376627,NA,1
32075877,32376099,NA,1
32075877,32375085,NA,1
32075877,32375025,NA,1
32075877,32374457,NA,1
32075877,32373651,NA,1
32075877,32373340,NA,1
32075877,32368489,NA,1
32075877,32367746,NA,1
32075877,32367431,NA,1
32075877,32367287,NA,1
32075877,32367205,NA,1
32075877,32366817,NA,1
32075877,32366816,NA,1
32075877,32366769,NA,1
32075877,32366695,NA,1
32075877,32365751,NA,1
32075877,32363726,NA,1
32075877,32363136,NA,1
32075877,32362648,NA,1
32075877,32362314,NA,1
32075877,32361028,NA,1
32075877,32360608,NA,1
32075877,32360231,NA,1
32075877,32359479,NA,1
32075877,32359080,NA,1
32075877,32358232,NA,1
32075877,32358203,NA,1
32075877,32358202,NA,1
32075877,32357808,NA,1
32075877,32357074,NA,1
32075877,32356252,NA,1
32075877,32354636,NA,1
32075877,32353870,NA,1
32075877,32352535,NA,1
32075877,32352406,NA,1
32075877,32350632,NA,1
32075877,32350105,NA,1
32075877,32346093,NA,1
32075877,32344320,NA,1
32075877,32344166,NA,1
32075877,32343948,NA,1
32075877,32341103,NA,1
32075877,32334062,NA,1
32075877,32333836,NA,1
32075877,32333601,NA,1
32075877,32333487,NA,1
32075877,32332765,NA,1
32075877,32331255,NA,1
32075877,32328850,NA,1
32075877,32328378,NA,1
32075877,32328234,NA,1
32075877,32326602,NA,1
32075877,32325767,NA,1
32075877,32325642,NA,1
32075877,32324951,NA,1
32075877,32320852,NA,1
32075877,32320687,NA,1
32075877,32320516,NA,1
32075877,32317408,NA,1
32075877,32316618,NA,1
32075877,32315817,NA,1
32075877,32313885,NA,1
32075877,32313660,NA,1
32075877,32313207,NA,1
32075877,32309679,NA,1
32075877,32309622,NA,1
32075877,32307014,NA,1
32075877,32306836,NA,1
32075877,32306751,NA,1
32075877,32306452,NA,1
32075877,32304772,NA,1
32075877,32304649,NA,1
32075877,32303725,NA,1
32075877,32302706,NA,1
32075877,32302069,NA,1
32075877,32302058,NA,1
32075877,32300101,NA,1
32075877,32299202,NA,1
32075877,32298273,NA,1
32075877,32298218,NA,1
32075877,32297133,NA,1
32075877,32295237,NA,1
32075877,32293710,NA,1
32075877,32293168,NA,1
32075877,32292848,NA,1
32075877,32292212,NA,1
32075877,32291542,NA,1
32075877,32291399,NA,1
32075877,32290077,NA,1
32075877,32286790,NA,1
32075877,32286150,NA,1
32075877,32284615,NA,1
32075877,32283163,NA,1
32075877,32282502,NA,1
32075877,32281785,NA,1
32075877,32279351,NA,1
32075877,32278693,NA,1
32075877,32278338,NA,1
32075877,32278065,NA,1
32075877,32275855,NA,1
32075877,32275452,NA,1
32075877,32275081,NA,1
32075877,32274617,NA,1
32075877,32272173,NA,1
32075877,32272142,NA,1
32075877,32267678,NA,1
32075877,32267164,NA,1
32075877,32266754,NA,1
32075877,32264922,NA,1
32075877,32264791,NA,1
32075877,32259480,NA,1
32075877,32255761,NA,1
32075877,32254054,NA,1
32075877,32254048,NA,1
32075877,32251731,NA,1
32075877,32251718,NA,1
32075877,32250244,NA,1
32075877,32247927,NA,1
32075877,32247050,NA,1
32075877,32246845,NA,1
32075877,32245784,NA,1
32075877,32245083,NA,1
32075877,32244852,NA,1
32075877,32241244,NA,1
32075877,32240762,NA,1
32075877,32240462,NA,1
32075877,32236815,NA,1
32075877,32235387,NA,1
32075877,32234504,NA,1
32075877,32234468,NA,1
32075877,32234466,NA,1
32075877,32234465,NA,1
32075877,32233013,NA,1
32075877,32231345,NA,1
32075877,32230900,NA,1
32075877,32229155,NA,1
32075877,32228860,NA,1
32075877,32228252,NA,1
32075877,32227760,NA,1
32075877,32227274,NA,1
32075877,32226821,NA,1
32075877,32226289,NA,1
32075877,32226286,NA,1
32075877,32226285,NA,1
32075877,32225995,NA,1
32075877,32225175,NA,1
32075877,32223179,NA,1
32075877,32222720,NA,1
32075877,32220310,NA,1
32075877,32216698,NA,1
32075877,32211816,NA,1
32075877,32210483,NA,1
32075877,32209811,NA,1
32075877,32209118,NA,1
32075877,32205349,NA,1
32075877,32205119,NA,1
32075877,32205090,NA,1
32075877,32204987,NA,1
32075877,32204754,NA,1
32075877,32203970,NA,1
32075877,32203437,NA,1
32075877,32202343,NA,1
32075877,32201353,NA,1
32075877,32200634,NA,1
32075877,32198164,NA,1
32075877,32198066,NA,1
32075877,32194980,NA,1
32075877,32183941,NA,1
32075877,32181901,NA,1
32075877,32178362,NA,1
32075877,32173256,NA,1
32075877,32172487,NA,1
32075877,32170865,NA,1
32075877,32167747,NA,1
32075877,32155444,NA,1
32075877,32143990,NA,1
32075877,32143502,NA,1
32075877,32141619,NA,1
32075877,32134116,NA,1
32075877,32132184,NA,1
